"시나리오별(1)","시도별(1)","성별(1)","연령별(1)",2019,2020,2021,2022,2023
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","남자","80세이상",25684,27833,30248,33791,37076
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","남자","80 - 84세",17090,18217,19435,21785,23693
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","남자","85 - 89세",6255,7179,8252,9156,10174
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","남자","90 - 94세",1837,1965,2106,2354,2672
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","남자","95 - 99세",448,423,400,438,464
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","남자","100세 이상",54,49,55,58,73
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","계",1467336,1470695,1466984,1477138,1476948
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","0 - 4세",55777,50690,45608,42472,39328
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","5 - 9세",65001,64796,63169,61222,57540
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","10 - 14세",63414,63755,65013,65933,65075
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","15 - 19세",72476,68052,64722,63762,64086
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","20 - 24세",89535,89501,85382,80903,76835
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","25 - 29세",102085,103219,102504,100912,97817
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","30 - 34세",92670,92584,92379,97154,99906
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","35 - 39세",116663,110648,104574,99851,95359
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","40 - 44세",109973,110841,113342,117446,118058
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","45 - 49세",128916,125818,120285,116630,112997
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","50 - 54세",129606,128894,130034,131544,131872
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","55 - 59세",128869,128411,125015,124910,123409
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","60 - 64세",102139,109052,117661,122396,126745
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","65 - 69세",63206,70228,78126,84538,92248
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","70 - 74세",49360,52308,54380,56153,58596
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","75 - 79세",42027,42673,42074,43783,45038
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","80세이상",55619,59225,62716,67529,72039
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","80 - 84세",30477,31694,32930,35361,37630
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","85 - 89세",16827,18230,19741,21130,22320
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","90 - 94세",6609,7375,7970,8718,9523
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","95 - 99세",1504,1699,1821,2039,2236
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","인천광역시","여자","100세 이상",202,227,254,281,330
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","계",1489142,1479550,1468912,1463411,1455617
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","0 - 4세",56615,51992,47508,44055,40982
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","5 - 9세",72065,71547,69301,66422,62400
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","10 - 14세",73836,73319,73904,73618,72638
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","15 - 19세",92944,84823,77713,75037,74093
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","20 - 24세",118005,114232,110602,104304,96982
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","25 - 29세",102738,105429,107852,108604,107737
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","30 - 34세",87349,86197,86112,89385,93552
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","35 - 39세",115087,108399,102005,94886,88904
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","40 - 44세",115156,114604,115210,116499,116462
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","45 - 49세",133668,130969,124742,121151,116477
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","50 - 54세",123977,125728,127353,129181,130680
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","55 - 59세",114171,112013,110726,112441,112252
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","60 - 64세",90234,95868,102870,104995,108103
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","65 - 69세",61353,65283,68679,71950,77920
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","70 - 74세",49875,52378,55078,56062,56297
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","75 - 79세",39472,40579,40112,41167,42481
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","80세이상",42597,46190,49145,53654,57657
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","80 - 84세",25221,26762,28174,30920,32956
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","85 - 89세",12191,13402,14540,15691,17000
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","90 - 94세",4125,4904,5221,5691,6205
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","95 - 99세",937,981,1068,1197,1287
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","계","100세 이상",123,141,142,155,209
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","계",741181,735215,729281,726060,722134
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","0 - 4세",29103,26517,24166,22419,20764
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","5 - 9세",37208,36978,35687,34223,32053
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","10 - 14세",38204,37967,38208,37974,37460
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","15 - 19세",47841,43981,40316,38946,38434
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","20 - 24세",61159,59232,57146,53652,50194
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","25 - 29세",54537,55508,56780,57321,56719
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","30 - 34세",45091,44668,44724,46483,48998
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","35 - 39세",58224,54997,51959,48404,45389
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","40 - 44세",57660,57142,57437,58073,58373
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","45 - 49세",66820,65350,62190,60595,58172
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","50 - 54세",62120,62865,63679,64444,65161
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","55 - 59세",56857,55898,55389,56340,56051
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","60 - 64세",44014,46691,49942,51021,52779
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","65 - 69세",28960,30879,32635,34133,37121
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","70 - 74세",22877,24071,25158,25632,25731
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","75 - 79세",16823,17406,17500,18051,18539
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","80세이상",13683,15065,16365,18349,20196
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","80 - 84세",9267,9959,10675,12011,13113
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","85 - 89세",3388,3879,4383,4853,5421
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","90 - 94세",877,1073,1123,1272,1418
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","95 - 99세",141,145,173,199,224
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","남자","100세 이상",10,9,11,14,20
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","계",747961,744335,739631,737351,733483
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","0 - 4세",27512,25475,23342,21636,20218
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","5 - 9세",34857,34569,33614,32199,30347
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","10 - 14세",35632,35352,35696,35644,35178
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","15 - 19세",45103,40842,37397,36091,35659
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","20 - 24세",56846,55000,53456,50652,46788
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","25 - 29세",48201,49921,51072,51283,51018
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","30 - 34세",42258,41529,41388,42902,44554
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","35 - 39세",56863,53402,50046,46482,43515
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","40 - 44세",57496,57462,57773,58426,58089
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","45 - 49세",66848,65619,62552,60556,58305
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","50 - 54세",61857,62863,63674,64737,65519
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","55 - 59세",57314,56115,55337,56101,56201
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","60 - 64세",46220,49177,52928,53974,55324
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","65 - 69세",32393,34404,36044,37817,40799
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","70 - 74세",26998,28307,29920,30430,30566
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","75 - 79세",22649,23173,22612,23116,23942
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","80세이상",28914,31125,32780,35305,37461
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","80 - 84세",15954,16803,17499,18909,19843
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","85 - 89세",8803,9523,10157,10838,11579
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","90 - 94세",3248,3831,4098,4419,4787
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","95 - 99세",796,836,895,998,1063
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","광주광역시","여자","100세 이상",113,132,131,141,189
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","계",1503212,1491876,1478831,1471563,1460398
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","0 - 4세",56476,50809,45646,42478,39583
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","5 - 9세",67976,66935,64434,61618,57699
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","10 - 14세",69334,68438,68663,67906,66100
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","15 - 19세",93670,87418,76379,70677,69889
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","20 - 24세",124598,123162,122852,118262,108770
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","25 - 29세",109973,111810,115197,118005,118756
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","30 - 34세",93223,92531,92993,96103,99280
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","35 - 39세",111876,105607,99061,93367,89287
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","40 - 44세",110709,109233,109378,110151,109257
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","45 - 49세",131220,127166,121006,115931,110992
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","50 - 54세",123292,123357,126450,127467,127631
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","55 - 59세",118835,116516,110282,109414,109008
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","60 - 64세",98565,102981,109680,111482,113183
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","65 - 69세",64185,69902,76162,80664,86122
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","70 - 74세",47079,50104,52786,55325,57359
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","75 - 79세",38673,39531,38786,39252,40144
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","80세이상",43528,46376,49076,53461,57338
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","80 - 84세",25741,26757,27657,30145,31996
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","85 - 89세",12404,13689,15040,16174,17383
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","90 - 94세",4301,4822,5153,5745,6331
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","95 - 99세",965,987,1092,1243,1424
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","계","100세 이상",117,121,134,154,204
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","계",753904,746190,739286,735394,729693
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","0 - 4세",29114,26114,23468,21922,20380
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","5 - 9세",34885,34369,33252,31593,29704
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","10 - 14세",35921,35274,35268,35117,34126
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","15 - 19세",48841,45344,39898,36785,36272
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","20 - 24세",65797,64322,63059,60297,55306
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","25 - 29세",59746,60450,62811,64747,64997
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","30 - 34세",49244,49382,49811,51424,53321
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","35 - 39세",56841,53678,50722,48113,46390
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","40 - 44세",55059,54230,54441,54860,54730
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","45 - 49세",65648,63452,60150,57429,55030
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","50 - 54세",61182,61311,62895,63486,63640
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","55 - 59세",58973,57779,54877,54559,53993
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","60 - 64세",48385,50425,53547,54274,55204
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","65 - 69세",31094,33761,36657,38899,41493
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","70 - 74세",22093,23634,24785,26002,27014
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","75 - 79세",16592,17057,16961,17345,17938
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","80세이상",14489,15608,16684,18542,20155
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","80 - 84세",9589,10127,10637,11805,12638
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","85 - 89세",3671,4160,4636,5131,5679
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","90 - 94세",1013,1113,1179,1334,1537
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","95 - 99세",194,182,206,243,267
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","남자","100세 이상",22,26,26,29,34
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","계",749308,745686,739545,736169,730705
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","0 - 4세",27362,24695,22178,20556,19203
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","5 - 9세",33091,32566,31182,30025,27995
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","10 - 14세",33413,33164,33395,32789,31974
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","15 - 19세",44829,42074,36481,33892,33617
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","20 - 24세",58801,58840,59793,57965,53464
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","25 - 29세",50227,51360,52386,53258,53759
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","30 - 34세",43979,43149,43182,44679,45959
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","35 - 39세",55035,51929,48339,45254,42897
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","40 - 44세",55650,55003,54937,55291,54527
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","45 - 49세",65572,63714,60856,58502,55962
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","50 - 54세",62110,62046,63555,63981,63991
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","55 - 59세",59862,58737,55405,54855,55015
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","60 - 64세",50180,52556,56133,57208,57979
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","65 - 69세",33091,36141,39505,41765,44629
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","70 - 74세",24986,26470,28001,29323,30345
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","75 - 79세",22081,22474,21825,21907,22206
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","80세이상",29039,30768,32392,34919,37183
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","80 - 84세",16152,16630,17020,18340,19358
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","85 - 89세",8733,9529,10404,11043,11704
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","90 - 94세",3288,3709,3974,4411,4794
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","95 - 99세",771,805,886,1000,1157
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","대전광역시","여자","100세 이상",95,95,108,125,170
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","계",1145761,1139069,1123676,1112807,1103113
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","0 - 4세",48744,44148,39028,35141,32341
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","울산광역시","계","5 - 9세",57275,57258,55702,53304,49889
